sensor_type,timestamp,sensor_0,sensor_1,sensor_2,estimate_x,estimate_y,estimate_vx,estimate_vy,ground_truth_x,ground_truth_y,ground_truth_vx,ground_truth_vy,rmse_x,rmse_y,rmse_vx,rmse_vy
0,1477010466400000,-14.9365,10.4722,,-14.9007,10.4247,5.36461,0.644183,-14.9846,10.4462,5.06889,0.865828,0.0763309,0.0889728,0.388374,0.27148
1,1477010466450000,17.5963,2.56215,-3.31788,-14.6743,10.4413,4.87205,0.536893,-14.7309,10.4882,5.0811,0.813394,0.0762943,0.0889044,0.38808,0.271491
0,1477010466500000,-14.4088,10.222,,-14.4568,10.3875,4.7589,0.255749,-14.4766,10.5276,5.09243,0.762418,0.0762188,0.0890444,0.387973,0.272206
1,1477010466550000,17.4348,2.49358,-3.80261,-14.2011,10.4036,4.84388,0.176193,-14.2218,10.5645,5.10293,0.712926,0.076144,0.0892577,0.387745,0.273037
0,1477010466600000,-13.8049,10.9383,,-13.853,10.6023,5.19999,0.622082,-13.9665,10.5989,5.11263,0.664944,0.0762422,0.0891634,0.387356,0.272756
1,1477010466650000,17.1981,2.46371,-3.3139,-13.6004,10.6593,4.98645,0.661423,-13.7107,10.631,5.12159,0.618496,0.0763302,0.0890788,0.386997,0.272475
0,1477010466700000,-13.3556,10.5517,,-13.3708,10.646,4.91609,0.487241,-13.4545,10.6608,5.12983,0.573603,0.0763464,0.0889875,0.386713,0.272217
1,1477010466750000,16.8616,2.44537,-3.74352,-13.1063,10.6698,5.08389,0.428248,-13.1979,10.6884,5.13741,0.530288,0.0763817,0.0888981,0.386315,0.271971
0,1477010466800000,-12.9591,11.0099,,-12.8396,10.7792,5.174,0.610963,-12.9409,10.7138,5.14436,0.48857,0.0764424,0.0888553,0.385912,0.271743
1,1477010466850000,16.633,2.39881,-3.4553,-12.5674,10.8354,5.19268,0.653736,-12.6836,10.7373,5.15071,0.448467,0.0765471,0.0888759,0.385513,0.271621
0,1477010466900000,-12.3713,10.6091,,-12.3618,10.7768,4.9951,0.354063,-12.426,10.7587,5.15651,0.409997,0.0765234,0.0887869,0.385181,0.27135
1,1477010466950000,16.1744,2.40076,-3.36125,-12.1105,10.8056,4.93222,0.345404,-12.1681,10.7783,5.16179,0.373177,0.0764888,0.0887031,0.384922,0.27107
0,1477010467000000,-11.9451,11.0515,,-11.8566,10.8828,4.99389,0.452241,-11.91,10.7961,5.16658,0.338022,0.076448,0.0886992,0.384602,0.270838
1,1477010467050000,15.5125,2.35632,-3.45673,-11.5705,10.9087,5.1469,0.435857,-11.6516,10.8121,5.17092,0.304546,0.0764579,0.0887162,0.384205,0.270623
0,1477010467100000,-11.4548,10.9407,,-11.3544,10.9142,5.03195,0.335935,-11.393,10.8265,5.17484,0.272761,0.076399,0.088714,0.383862,0.270358
1,1477010467150000,15.4675,2.39443,-4.4497,-11.073,10.864,5.61099,-0.00145783,-11.1342,10.8394,5.17836,0.242681,0.0763707,0.0886293,0.383969,0.270306
0,1477010467200000,-10.6009,10.6823,,-10.7589,10.8351,5.68166,-0.144804,-10.8753,10.8509,5.18153,0.214317,0.0764748,0.0885408,0.384245,0.270519
1,1477010467250000,15.1985,2.34779,-3.72809,-10.5009,10.84,5.44031,-0.151651,-10.6161,10.8609,5.18435,0.187679,0.0765748,0.0884548,0.384025,0.270679
0,1477010467300000,-10.4142,10.8747,,-10.2815,10.8186,5.2877,-0.277368,-10.3569,10.8697,5.18687,0.162776,0.0765723,0.0883943,0.383657,0.271136
1,1477010467350000,14.9701,2.29374,-2.90921,-10.0493,10.8596,4.77161,-0.116739,-10.0976,10.8772,5.1891,0.139618,0.076525,0.0883073,0.38373,0.271106
0,1477010467400000,-9.83445,11.1032,,-9.78508,10.9207,4.88057,-0.000995083,-9.83809,10.8837,5.19106,0.118212,0.0764843,0.0882328,0.383594,0.270882
1,1477010467450000,14.5278,2.34866,-3.34851,-9.58094,10.8785,4.80749,-0.169162,-9.57852,10.8891,5.19278,0.0985664,0.0764063,0.088144,0.383598,0.270876
0,1477010467500000,-9.3066,11.0348,,-9.30842,10.9188,4.92568,-0.0900902,-9.31887,10.8936,5.19428,0.0806865,0.0763299,0.0880615,0.383399,0.27071
1,1477010467550000,13.8648,2.29853,-3.20344,-9.08058,10.8842,4.83369,-0.199724,-9.05915,10.8972,5.19557,0.0645787,0.0762584,0.087974,0.383356,0.270697
0,1477010467600000,-8.78899,11.0707,,-8.79741,10.9319,4.98475,-0.0889947,-8.79937,10.9001,5.19667,0.050248,0.0761811,0.0878964,0.383086,0.270495
1,1477010467650000,13.3705,2.29307,-3.21572,-8.57883,10.8737,4.87789,-0.2667,-8.53953,10.9023,5.19759,0.0376992,0.0761244,0.0878168,0.382968,0.270568
0,1477010467700000,-8.62045,10.6577,,-8.45835,10.7726,4.4558,-0.53652,-8.27965,10.9039,5.19835,0.0269359,0.0764705,0.0879264,0.384034,0.271478
1,1477010467750000,13.646,2.18959,-2.98721,-8.22063,10.7735,4.42231,-0.504137,-8.01974,10.905,5.19896,0.0179617,0.0769241,0.0880358,0.385229,0.272216
0,1477010467800000,-7.51971,11.0005,,-7.80795,10.8674,5.00321,-0.194466,-7.75979,10.9057,5.19942,0.0107791,0.076877,0.087964,0.384942,0.272098
1,1477010467850000,12.8856,2.1693,-2.77937,-7.54544,10.8664,4.92831,-0.143002,-7.49981,10.9061,5.19975,0.00539029,0.076827,0.0878937,0.384747,0.271906
0,1477010467900000,-7.15631,10.815,,-7.2553,10.8661,5.05955,-0.116193,-7.23983,10.9063,5.19994,0.00179692,0.0767531,0.0878241,0.384413,0.271684
